Number of deaths from earthquakes,Number of people injured from earthquakes,Number of people affected by earthquakes,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Death rates from earthquakes,Injury rates from earthquakes,"Number of people affected by earthquakes per 100,000",Homelessness rate from earthquakes,"Total number of people affected by earthquakes per 100,000",Total economic damages from earthquakes as a share of GDP,Entity,Year
0,0,0,0,0,,,,0,0,0,0,0,,Colombia,1910
30,0,0,0,0,,,,0.434490367,0,0,0,0,,Colombia,1920
1.8,0,0,0,0,,,,0.020583546,0,0,0,0,,Colombia,1930
0,0,0,0,0,,,,0,0,0,0,0,,Colombia,1940
32.2,4.6,0,4000,4004.6,,,,0.249656128,0.030483764,0,33.38340845,33.41389221,,Colombia,1950
12.8,50,4000,0,4050,0,0,60,0.068327365,0.276327057,20.16332292,0,20.43964997,0.001030013,Colombia,1960
65,164.8,1300,0,1464.8,0,0,2840,0.247519036,0.626819443,5.197050887,0,5.82387033,0.010577009,Colombia,1970
26,120,3500,0,3620,0,0,41590,0.090702303,0.417914606,12.18917601,0,12.60709062,0.107468019,Colombia,1980
152.7,918.7,77572.4,48221.2,126712.3,0,10000,185976.6,0.399354593,2.370649313,199.5733508,124.3452442,326.2892443,0.215800043,Colombia,1990
1.4,8.1,861.6,220,1089.7,0,0,1000,0.003227928,0.018573816,2.052495524,0.502969974,2.574039314,0.000412904,Colombia,2000
0,1.6,5033.5,90,5125.1,0,0,400,0,0.003436587,10.63627353,0.191711758,10.83142188,0.00010468,Colombia,2010
0,0,0,0,0,,,,0,0,0,0,0,,Comoros,1900
0,0,0,0,0,,,,0,0,0,0,0,,Comoros,1910
0,0,0,0,0,,,,0,0,0,0,0,,Comoros,1920
0,0,0,0,0,,,,0,0,0,0,0,,Comoros,1930
0,0,0,0,0,,,,0,0,0,0,0,,Comoros,1940
0,0,0,0,0,,,,0,0,0,0,0,,Comoros,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comoros,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comoros,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comoros,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comoros,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comoros,2000
0,0,1000,0,1000,0,0,0,0,0,131.7523057,0,131.7523057,0,Comoros,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congo,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congo,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congo,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congo,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congo,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congo,2010
245,0,0,0,0,,,,68.20636741,0,0,0,0,,Costa Rica,1910
0,0,0,0,0,,,,0,0,0,0,0,,Costa Rica,1920
0,0,0,0,0,,,,0,0,0,0,0,,Costa Rica,1930
0,0,0,0,0,,,,0,0,0,0,0,,Costa Rica,1940
3.9,0,0,0,0,,,,0.379511248,0,0,0,0,,Costa Rica,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,1960
2.1,9.8,356.3,8.4,374.5,0,0,20,0.105368791,0.491721024,17.8775715,0.421475163,18.79076769,0.001308116,Costa Rica,1970
1.2,6,547.5,0,553.5,0,0,600,0.046278442,0.23139221,21.11453914,0,21.34593135,0.01906717,Costa Rica,1980
5.1,54.8,697,1790,2541.8,0,0,11950,0.158886213,1.730812681,21.76108773,57.06606904,80.55796945,0.173101282,Costa Rica,1990
4.1,16.6,12884.2,2.5,12903.3,0,10000,20000,0.092306886,0.381398176,285.0365167,0.059171598,285.4770864,0.065049721,Costa Rica,2000
0.2,22.5,53.7,0,76.2,0,3200,4500,0.004266212,0.479948805,1.145477816,0,1.625426621,0.009527509,Costa Rica,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cote d'Ivoire,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cote d'Ivoire,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cote d'Ivoire,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cote d'Ivoire,2010
0,0,0,200,200,0,0,0,0,0,0,4.371584699,4.371584699,0,Croatia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croatia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croatia,2010
0,0,0,0,0,,,,0,0,0,0,0,,Cuba,1920
0,0,0,0,0,,,,0,0,0,0,0,,Cuba,1930
0,0,0,0,0,,,,0,0,0,0,0,,Cuba,1940
0,0,0,0,0,,,,0,0,0,0,0,,Cuba,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuba,1960
0.1,0.8,0,0,0.8,0,0,0,0.001046682,0.008373456,0,0,0.008373456,0,Cuba,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuba,1980
0,4,582.9,0,586.9,0,0,0,0,0.037257824,5.429396423,0,5.466654247,0,Cuba,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuba,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuba,2010
4,10,0,250,260,,,,0.779727096,1.949317739,0,48.73294347,50.68226121,,Cyprus,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyprus,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyprus,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyprus,1980
0.2,0.5,171,15,186.5,0,0,434,0.023391813,0.058479532,20,1.754385965,21.8128655,0.004369216,Cyprus,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyprus,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Czechia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Czechia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Czechia,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Czechoslovakia,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Czechoslovakia,1980
2.4,60,300,0,360,0,0,20,0.013436345,0.335908633,1.679543164,0,2.015451797,0.000441242,Democratic Republic of Congo,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Democratic Republic of Congo,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Democratic Republic of Congo,1980
0.9,6.1,0,25,31.1,0,0,0,0.002410671,0.016338994,0,0.06696309,0.083302084,0,Democratic Republic of Congo,1990
1.7,0.5,1735.5,150,1886,0,0,700,0.002916031,0.000912642,2.872821175,0.273792575,3.147526392,0.003537405,Democratic Republic of Congo,2000
0.3,3,26,10,39,0,0,0,0.000393468,0.003934684,0.034100597,0.013115614,0.051150895,0,Democratic Republic of Congo,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denmark,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denmark,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denmark,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denmark,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denmark,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djibouti,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djibouti,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djibouti,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djibouti,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djibouti,2010
0,0,0,0,0,,,,0,0,0,0,0,,Dominica,1930
0,0,0,0,0,,,,0,0,0,0,0,,Dominica,1940
0,0,0,0,0,,,,0,0,0,0,0,,Dominica,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominica,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominica,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominica,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominica,1990
0,0,10,0,10,0,0,0,0,0,14.28571429,0,14.28571429,0,Dominica,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominica,2010
0,0,0,0,0,,,,0,0,0,0,0,,Dominican Republic,1930
7.3,0,0,0,0,,,,0.367581895,0,0,0,0,,Dominican Republic,1940
0,0,0,0,0,,,,0,0,0,0,0,,Dominican Republic,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic,1990
0.3,1.5,200,0,201.5,0,0,0,0.003389831,0.016949153,2.259887006,0,2.276836158,0,Dominican Republic,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominican Republic,2010
4,0,0,0,0,,,,0.207002159,0,0,0,0,,Ecuador,1920
0,0,0,0,0,,,,0,0,0,0,0,,Ecuador,1930
620,0,10000,0,10000,,,,18.86451301,0,302.0663452,0,302.0663452,,Ecuador,1940
0,0,0,0,0,,,,0,0,0,0,0,,Ecuador,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ecuador,1960
4.9,12,6000,4799.2,10811.2,0,0,2800,0.075607971,0.197726149,98.86307464,73.94707112,173.0078719,0.040370831,Ecuador,1970
501,4.6,0,15000,15004.6,0,0,150000,5.263111858,0.056370042,0,157.5299307,157.5863007,1.075621044,Ecuador,1980
3.7,32,2295,1687.5,4014.5,0,0,700,0.032059057,0.274941504,20.36982091,14.40447291,35.04923532,0.002774872,Ecuador,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ecuador,2000
67.6,640.3,38337.5,1.5,38979.3,334400,56000,200000,0.409982031,3.882353069,232.4683554,0.00863359,236.359342,0.200124686,Ecuador,2010
1.2,0,0,0,0,,,,0.008421115,0,0,0,0,,Egypt,1920
0,0,0,0,0,,,,0,0,0,0,0,,Egypt,1930
0,0,0,0,0,,,,0,0,0,0,0,,Egypt,1940
2,2.8,0,0,2.8,,,,0.008612152,0.012057012,0,0,0.012057012,,Egypt,1950
0.2,1.6,0,53.5,55.1,0,0,0,0.000593419,0.004747352,0,0.158739578,0.16348693,0,Egypt,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Egypt,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Egypt,1980
56.2,999.8,5770,2502,9271.8,0,0,120000,0.095694635,1.703502966,9.835171391,4.264748496,15.80342285,0.28669734,Egypt,1990
0,0,25,0,25,0,0,0,0,0,0.034972372,0,0.034972372,0,Egypt,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Egypt,2010
40,0,0,0,0,,,,2.437478672,0,0,0,0,,El Salvador,1930
0,0,0,0,0,,,,0,0,0,0,0,,El Salvador,1940
110,0,0,0,0,,,,4.91510277,0,0,0,0,,El Salvador,1950
12.5,113.8,9058.2,4800,13972,0,0,3500,0.390502968,3.555139019,282.9803187,149.9531396,436.4885973,0.398760425,El Salvador,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,El Salvador,1970
112,2000,53000,25250,80250,0,22500,150500,2.241341167,39.9840064,1062.931382,505.0776818,1607.99307,3.991734699,El Salvador,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,El Salvador,1990
116,812.3,159964.8,0,160777.1,0,29000,184850,1.95711042,13.70504361,2698.195869,0,2711.900913,1.504982653,El Salvador,2000
0.1,0,265.9,0,265.9,0,0,0,0.001549427,0,4.139825421,0,4.139825421,0,El Salvador,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eritrea,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eritrea,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estonia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estonia,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eswatini,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eswatini,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eswatini,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eswatini,2010
5.4,16.5,0,42,58.5,0,0,32,0.02191175,0.059668029,0,0.151882255,0.211550284,0,Ethiopia,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethiopia,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethiopia,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethiopia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethiopia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethiopia,2010
7575.7,200,15162,2010,17372,,,,1.761604503,0.047728637,3.526202555,0.479672802,4.053603994,,Europe,1900
3011.4,0,0,66.9,66.9,,,,0.665937949,0,0,0.014851144,0.014851144,,Europe,1910
181,0,0,0,0,,,,0.038825496,0,0,0,0,,Europe,1920
221.2,77.7,2259.4,1231.8,3568.9,,,,0.044113893,0.015574503,0.451480449,0.247152094,0.714207046,,Europe,1930
104.7,17.5,1011,3622,4650.5,,,,0.019307858,0.003287667,0.18710567,0.676516384,0.866909721,,Europe,1940
64.4,303.1,2505.6,14274.2,17082.9,,,,0.011341505,0.053419433,0.434289479,2.523522945,3.011231857,,Europe,1950
146.2,622.7,36392.7,12502,49517.4,0,0,141020,0.023241083,0.098227251,5.607940555,1.942139061,7.648306867,0.036726272,Europe,1960
285.9,1395.3,121694.2,32700,155789.5,0,0,664160,0.041835464,0.204004646,17.71052937,4.786775522,22.70130954,0.0327151,Europe,1970
483.7,962.5,58777,1330,61069.5,0,0,2175050,0.069693071,0.13846282,8.443633685,0.188885011,8.770981516,0.055442846,Europe,1980
225.6,445,15318.6,6209.8,21973.4,0,2800,1043294.4,0.031021264,0.061346082,2.109024712,0.854682665,3.025053459,0.010198762,Europe,1990
34.8,152.5,2792.5,9311.9,12256.9,0,29900,494987.2,0.004737943,0.020768836,0.381557911,1.271724463,1.67405121,0.003218682,Europe,2000
42.1,267.2,35597.9,3047,38912.1,0,278900,2293326,0.005652529,0.035911567,4.776427016,0.412327104,5.224665687,0.011085075,Europe,2010
0,0,0,0,0,,,,0,0,0,0,0,,Fiji,1930
0,0,0,0,0,,,,0,0,0,0,0,,Fiji,1940
0,0,0,0,0,,,,0,0,0,0,0,,Fiji,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiji,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiji,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiji,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiji,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiji,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiji,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finland,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finland,2000
4.6,0,0,0,0,,,,0.011162455,0,0,0,0,,France,1900
0,0,0,0,0,,,,0,0,0,0,0,,France,1910
0,0,0,0,0,,,,0,0,0,0,0,,France,1920
0,0,0,0,0,,,,0,0,0,0,0,,France,1930
0,0,0,0,0,,,,0,0,0,0,0,,France,1940
0,0,0,0,0,,,,0,0,0,0,0,,France,1950
0.1,8,0,102,110,0,0,0,0.000201406,0.016112465,0,0.205433929,0.221546394,0,France,1960
1.1,0.2,0,0,0.2,0,0,0,0.002050823,0.000372877,0,0,0.000372877,0,France,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,2000
0,0.4,75,0,75.4,0,0,0,0,0.000614156,0.115154307,0,0.115768463,0,France,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Guiana,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Guiana,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Guiana,2010
0,0,0,0,0,,,,0,0,0,0,0,,French Polynesia,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Polynesia,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Polynesia,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Polynesia,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Polynesia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Polynesia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,French Polynesia,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabon,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabon,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabon,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabon,2010
0,0,0,0,0,,,,0,0,0,0,0,,Gambia,1910
0,0,0,0,0,,,,0,0,0,0,0,,Gambia,1920
0,0,0,0,0,,,,0,0,0,0,0,,Gambia,1930
0,0,0,0,0,,,,0,0,0,0,0,,Gambia,1940
0,0,0,0,0,,,,0,0,0,0,0,,Gambia,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gambia,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gambia,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gambia,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gambia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gambia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gambia,2010
0.9,21,219,135,375,0,0,0,0.016774631,0.391085223,4.075935232,2.512562814,6.979583269,0,Georgia,1990
0.6,7.6,2530,108.6,2646.2,0,0,35000,0.014087814,0.178924473,59.98619036,2.549894341,62.71500918,1.030706813,Georgia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,2010
0.1,2.5,150,0,152.5,0,0,5000,0.000125058,0.003126446,0.187586759,0,0.190713205,0.000234569,Germany,1990
0,0,15,0,15,0,800,1200,0,0,0.018371996,0,0.018371996,0.0000427,Germany,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,2010
2.2,13,0,750,763,,,,0.057516641,0.339871058,0,19.60794566,19.94781672,,Ghana,1930
0,0,0,0,0,,,,0,0,0,0,0,,Ghana,1940
0,0,0,0,0,,,,0,0,0,0,0,,Ghana,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghana,2010
0.4,0,162,0,162,,,,0.007855551,0,3.181497979,0,3.181497979,,Greece,1900
1.4,0,0,0,0,,,,0.025692033,0,0,0,0,,Greece,1910
10.3,0,0,0,0,,,,0.166516505,0,0,0,0,,Greece,1920
15.1,66.9,965.4,1231.8,2264.1,,,,0.232377048,1.029538047,14.85674186,18.956427,34.8427069,,Greece,1930
0.5,6.5,1011,3622,4639.5,,,,0.006576814,0.085021796,13.14609788,47.97538679,61.20650646,,Greece,1940
59.3,286.1,2505.6,14024.2,16815.9,,,,0.749942478,3.6212791,31.27699413,177.8764408,212.774714,,Greece,1950
10,70,7652.7,360,8082.7,0,0,3160,0.117883173,0.826282155,90.15810393,4.201190337,95.18557642,0.037340256,Greece,1960
5,10,60000,0,60010,0,0,25000,0.053253808,0.106507615,639.0456918,0,639.1521994,0.056471391,Greece,1970
4.5,74.9,12593,0,12667.9,0,0,165000,0.045700148,0.760580672,128.1868569,0,128.9474375,0.304951075,Greece,1980
19.7,224.2,13913.1,640.8,14778.1,0,20,507270,0.179987236,2.042045396,126.8109133,5.960579102,134.8135378,0.358409572,Greece,1990
0.2,30.7,451.8,0,482.5,0,0,0,0.001811594,0.277161561,4.086311968,0,4.363473529,0,Greece,2000
0.6,15.6,7772,0,7787.6,0,800,62800,0.005641966,0.147309696,72.63712955,0,72.78443925,0.0266899,Greece,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grenada,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grenada,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grenada,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grenada,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grenada,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grenada,2010
0,0,0,0,0,,,,0,0,0,0,0,,Guadeloupe,1920
0,0,0,0,0,,,,0,0,0,0,0,,Guadeloupe,1930
0,0,0,0,0,,,,0,0,0,0,0,,Guadeloupe,1940
0,0,0,0,0,,,,0,0,0,0,0,,Guadeloupe,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guadeloupe,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guadeloupe,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guadeloupe,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guadeloupe,1990
0.1,1.3,10,4,15.3,0,0,0,0.024630542,0.320197044,2.463054187,0.985221675,3.768472906,0,Guadeloupe,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guadeloupe,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guam,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guam,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guam,1980
0,7.1,0,0,7.1,0,5000,12000,0,5.071428571,0,0,5.071428571,0,Guam,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guam,2000
200,0,0,0,0,,,,14.1150034,0,0,0,0,,Guatemala,1900
265,0,0,0,0,,,,16.01028525,0,0,0,0,,Guatemala,1910
0,0,0,0,0,,,,0,0,0,0,0,,Guatemala,1920
0,0,0,0,0,,,,0,0,0,0,0,,Guatemala,1930
0,0,0,0,0,,,,0,0,0,0,0,,Guatemala,1940
0,0,0,0,0,,,,0,0,0,0,0,,Guatemala,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guatemala,1960
2300,7704,375200,116600,499504,0,0,100000,34.85376572,116.7406366,5685.493717,1766.934384,7569.168737,2.290793197,Guatemala,1970
0.5,0,450,505,955,0,0,0,0.00565419,0,5.348243633,6.000371639,11.34861527,0,Guatemala,1980
1.6,13,2400.5,3.5,2417,0,0,0,0.016519649,0.130034452,25.27757283,0.030736805,25.43834409,0,Guatemala,1990
0.6,0.2,15,0,15.2,0,0,5,0.005031447,0.001677149,0.125786164,0,0.127463312,0.0000272,Guatemala,2000
4.9,50.6,141068.1,991.1,142109.8,0,0,21200,0.032088818,0.323163193,921.2687467,6.221346266,927.8132561,0.042721248,Guatemala,2010
27.5,143.6,2000,0,2143.6,0,0,0,0.529355149,2.764196343,38.4985563,0,41.26275265,0,Guinea,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea,2010
0,0,0,0,0,,,,0,0,0,0,0,,Guinea-Bissau,1910
0,0,0,0,0,,,,0,0,0,0,0,,Guinea-Bissau,1920
0,0,0,0,0,,,,0,0,0,0,0,,Guinea-Bissau,1930
0,0,0,0,0,,,,0,0,0,0,0,,Guinea-Bissau,1940
0,0,0,0,0,,,,0,0,0,0,0,,Guinea-Bissau,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea-Bissau,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea-Bissau,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea-Bissau,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea-Bissau,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea-Bissau,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea-Bissau,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guyana,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guyana,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guyana,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guyana,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guyana,2010
0,0,0,0,0,,,,0,0,0,0,0,,Haiti,1900
0,0,0,0,0,,,,0,0,0,0,0,,Haiti,1910
0,0,0,0,0,,,,0,0,0,0,0,,Haiti,1920
0,0,0,0,0,,,,0,0,0,0,0,,Haiti,1930
0,0,0,0,0,,,,0,0,0,0,0,,Haiti,1940
0.6,0,0,0,0,,,,0.018018018,0,0,0,0,,Haiti,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haiti,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haiti,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haiti,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haiti,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haiti,2000
22258.7,30042.1,343891.5,0,373933.6,1150000,20000,800000,223.7262094,301.916338,3452.414952,0,3754.33129,6.86013045,Haiti,2010
9789.8,244.8,15179.7,13585.2,29009.7,,,,2.010131786,0.051623313,3.102159719,2.839768631,5.993551663,,High income,1900
3063.7,10.5,0,637.8,648.3,,,,0.58326843,0.001985989,0,0.12242005,0.124406038,,High income,1910
14924.2,10702.8,12946.3,5719.8,29368.9,,,,2.717008958,1.947206694,2.335604354,1.001668409,5.284479457,,High income,1920
4175.6,7910.3,3065.4,27891.6,38867.3,,,,0.666165818,1.257897838,0.515010034,4.555739302,6.328647174,,High income,1930
1365.9,1468.8,1011,48334.2,50814,,,,0.207860539,0.220592722,0.150741492,7.280196893,7.651531106,,High income,1940
83.5,443.7,2505.6,15526.1,18475.4,,,,0.011534322,0.061660884,0.339054613,2.158189216,2.558904713,,High income,1950
729.1,796.9,223420.1,5802,230019,0,500,294726.9,0.091789719,0.097564712,28.19782268,0.708684227,29.00407162,0.024342,High income,1960
291.6,1644.9,327065.6,31725.5,360436,0,3700,785875,0.03127504,0.177030097,36.23545463,3.393881218,39.80636594,0.016566768,High income,1970
535,1647.8,159862.1,51031.5,212541.4,0,51600,3078347,0.055514772,0.167598007,16.22606953,5.122210933,21.51587847,0.030646565,High income,1980
817.5,5806.5,47778.8,45028.9,98614.2,0,1456070,15652260.4,0.076126981,0.54299598,4.454111454,4.197086941,9.194194375,0.062078651,High income,1990
45,1073.9,23791.8,10644.2,35509.9,0,289000,5105735.2,0.003883635,0.094347747,2.097759354,0.918510345,3.110617447,0.013986234,High income,2000
2130.1,2446.6,465209.3,85344.1,553000,0,7540980,31885360,0.179261314,0.205257237,38.97094078,7.225112528,46.40131054,0.06576452,High income,2010
0,0,0,0,0,,,,0,0,0,0,0,,Honduras,1930
0,0,0,0,0,,,,0,0,0,0,0,,Honduras,1940
0,0,0,0,0,,,,0,0,0,0,0,,Honduras,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honduras,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honduras,1970
0,0,50,0,50,0,0,0,0,0,1.27844541,0,1.27844541,0,Honduras,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honduras,1990
0.7,15.4,5000,186.5,5201.9,0,0,10000,0.008587903,0.18990102,61.34216661,2.388269945,63.92033757,0.06855186,Honduras,2000
