,Total deaths,Total injured,Total affected,Total homeless,Total people,Reconstruction costs,Insured damages,Total economic damages,Death rates,Injury rates,"Number of affected people per 100,000", Homelessness rate,"Total affected people per 100,000",Total economic damages as a share of GDP,Entity,Year
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad,1960
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad,1970
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad,1980
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad,1990
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad,2000
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad,2010
202,640.4,335.6,202300.0,0.0,202635.6,0.0,0.0,67540.0,7.826660504,4.084552461,2484.641732,0.0,2488.726284,1.546179087,Chile,1960
203,8.5,45.1,234852.2,0.0,234897.3,0.0,0.0,23640.0,0.085487277,0.453585437,2361.985316,0.0,2362.438902,0.217197269,Chile,1970
204,18.9,261.9,98129.2,50500.0,148891.1,0.0,9000.0,150200.0,0.154168702,2.134522274,800.6330766,411.8849199,1214.652519,0.848260086,Chile,1980
205,1.1,15.6,4120.0,1357.5,5493.1,0.0,0.0,4966.0,0.007496609,0.106609905,27.88705166,9.191933749,37.18559532,0.005876239,Chile,1990
206,2.3,33.7,5246.3,0.0,5280.0,0.0,4000.0,10500.0,0.014056785,0.206232601,32.09429439,0.0,32.30052699,0.006166789,Chile,2000
207,59.0,1036.3,308115.6,80000.0,389151.9,0.0,835000.0,3100000.0,0.344949982,6.072772987,1773.502347,468.8507296,2248.42585,1.413138505,Chile,2010
208,300.0,0.0,0.0,5589.5,5589.5,0.0,0.0,0.0,0.037221491,0.0,0.0,0.694970834,0.694970834,0.0,China,1960
209,27404.2,16719.5,200.0,57238.5,74158.0,0.0,0.0,560000.0,2.93013693,1.772110898,0.020281261,5.805270377,7.597662536,0.363778095,China,1970
210,126.4,735.5,136488.5,44264.0,181488.0,0.0,0.0,48700.0,0.011346055,0.067486408,12.03920467,3.889690701,15.99638178,0.01488057,China,1980
211,64.0,3544.9,961023.4,220112.6,1184680.9,0.0,0.0,112970.0,0.005174061,0.282888651,76.28036391,17.57061865,94.13387121,0.013483877,China,1990
212,8794.7,38782.9,5267437.7,168128.6,5474349.2,0.0,31000.0,8699220.7,0.649820616,2.869016696,390.6350072,12.72900724,406.2330312,0.192991716,China,2000
213,421.9,7167.1,787268.3,22203.7,816639.1,0.0,6800.0,1824145.0,0.030637398,0.517561221,56.39973527,1.61018789,58.52748438,0.018512191,China,2010
214,12.8,50.0,4000.0,0.0,4050.0,0.0,0.0,60.0,0.068327365,0.276327057,20.16332292,0.0,20.43964997,0.001030013,Colombia,1960
215,65.0,164.8,1300.0,0.0,1464.8,0.0,0.0,2840.0,0.247519036,0.626819443,5.197050887,0.0,5.82387033,0.010577009,Colombia,1970
216,26.0,120.0,3500.0,0.0,3620.0,0.0,0.0,41590.0,0.090702303,0.417914606,12.18917601,0.0,12.60709062,0.107468019,Colombia,1980
217,152.7,918.7,77572.4,48221.2,126712.3,0.0,10000.0,185976.6,0.399354593,2.370649313,199.5733508,124.3452442,326.2892443,0.215800043,Colombia,1990
218,1.4,8.1,861.6,220.0,1089.7,0.0,0.0,1000.0,0.003227928,0.018573816,2.052495524,0.502969974,2.574039314,0.000412904,Colombia,2000
219,0.0,1.6,5033.5,90.0,5125.1,0.0,0.0,400.0,0.0,0.003436587,10.63627353,0.191711758,10.83142188,0.00010468,Colombia,2010
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comoros,1960
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comoros,1970
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comoros,1980
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comoros,1990
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comoros,2000
225,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,131.7523057,0.0,131.7523057,0.0,Comoros,2010
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Congo,1960
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Congo,1970
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Congo,1980
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Congo,1990
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Congo,2000
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Congo,2010
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costa Rica,1960
233,2.1,9.8,356.3,8.4,374.5,0.0,0.0,20.0,0.105368791,0.491721024,17.8775715,0.421475163,18.79076769,0.001308116,Costa Rica,1970
234,1.2,6.0,547.5,0.0,553.5,0.0,0.0,600.0,0.046278442,0.23139221,21.11453914,0.0,21.34593135,0.01906717,Costa Rica,1980
235,5.1,54.8,697.0,1790.0,2541.8,0.0,0.0,11950.0,0.158886213,1.730812681,21.76108773,57.06606904,80.55796945,0.173101282,Costa Rica,1990
236,4.1,16.6,12884.2,2.5,12903.3,0.0,10000.0,20000.0,0.092306886,0.381398176,285.0365167,0.059171598,285.4770864,0.065049721,Costa Rica,2000
237,0.2,22.5,53.7,0.0,76.2,0.0,3200.0,4500.0,0.004266212,0.479948805,1.145477816,0.0,1.625426621,0.009527509,Costa Rica,2010
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cote d'Ivoire,1980
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cote d'Ivoire,1990
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cote d'Ivoire,2000
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cote d'Ivoire,2010
242,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,4.371584699,4.371584699,0.0,Croatia,1990
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,2000
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,2010
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,1960
246,0.1,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.001046682,0.008373456,0.0,0.0,0.008373456,0.0,Cuba,1970
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,1980
248,0.0,4.0,582.9,0.0,586.9,0.0,0.0,0.0,0.0,0.037257824,5.429396423,0.0,5.466654247,0.0,Cuba,1990
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,2000
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,2010
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,1960
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,1970
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,1980
254,0.2,0.5,171.0,15.0,186.5,0.0,0.0,434.0,0.023391813,0.058479532,20.0,1.754385965,21.8128655,0.004369216,Cyprus,1990
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,2000
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,1990
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,2000
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,2010
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechoslovakia,1970
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechoslovakia,1980
261,2.4,60.0,300.0,0.0,360.0,0.0,0.0,20.0,0.013436345,0.335908633,1.679543164,0.0,2.015451797,0.000441242,Democratic Republic of Congo,1960
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Democratic Republic of Congo,1970
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Democratic Republic of Congo,1980
264,0.9,6.1,0.0,25.0,31.1,0.0,0.0,0.0,0.002410671,0.016338994,0.0,0.06696309,0.083302084,0.0,Democratic Republic of Congo,1990
265,1.7,0.5,1735.5,150.0,1886.0,0.0,0.0,700.0,0.002916031,0.000912642,2.872821175,0.273792575,3.147526392,0.003537405,Democratic Republic of Congo,2000
266,0.3,3.0,26.0,10.0,39.0,0.0,0.0,0.0,0.000393468,0.003934684,0.034100597,0.013115614,0.051150895,0.0,Democratic Republic of Congo,2010
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,1970
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,1980
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,1990
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,2000
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,2010
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djibouti,1970
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djibouti,1980
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djibouti,1990
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djibouti,2000
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djibouti,2010
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominica,1960
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominica,1970
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominica,1980
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominica,1990
281,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.28571429,0.0,14.28571429,0.0,Dominica,2000
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominica,2010
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,1960
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,1970
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,1980
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,1990
287,0.3,1.5,200.0,0.0,201.5,0.0,0.0,0.0,0.003389831,0.016949153,2.259887006,0.0,2.276836158,0.0,Dominican Republic,2000
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,2010
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,1960
290,4.9,12.0,6000.0,4799.2,10811.2,0.0,0.0,2800.0,0.075607971,0.197726149,98.86307464,73.94707112,173.0078719,0.040370831,Ecuador,1970
291,501.0,4.6,0.0,15000.0,15004.6,0.0,0.0,150000.0,5.263111858,0.056370042,0.0,157.5299307,157.5863007,1.075621044,Ecuador,1980
292,3.7,32.0,2295.0,1687.5,4014.5,0.0,0.0,700.0,0.032059057,0.274941504,20.36982091,14.40447291,35.04923532,0.002774872,Ecuador,1990
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,2000
294,67.6,640.3,38337.5,1.5,38979.3,334400.0,56000.0,200000.0,0.409982031,3.882353069,232.4683554,0.00863359,236.359342,0.200124686,Ecuador,2010
295,0.2,1.6,0.0,53.5,55.1,0.0,0.0,0.0,0.000593419,0.004747352,0.0,0.158739578,0.16348693,0.0,Egypt,1960
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt,1970
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt,1980
298,56.2,999.8,5770.0,2502.0,9271.8,0.0,0.0,120000.0,0.095694635,1.703502966,9.835171391,4.264748496,15.80342285,0.28669734,Egypt,1990
299,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.034972372,0.0,0.034972372,0.0,Egypt,2000
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt,2010
301,12.5,113.8,9058.2,4800.0,13972.0,0.0,0.0,3500.0,0.390502968,3.555139019,282.9803187,149.9531396,436.4885973,0.398760425,El Salvador,1960
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Salvador,1970
303,112.0,2000.0,53000.0,25250.0,80250.0,0.0,22500.0,150500.0,2.241341167,39.9840064,1062.931382,505.0776818,1607.99307,3.991734699,El Salvador,1980
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Salvador,1990
305,116.0,812.3,159964.8,0.0,160777.1,0.0,29000.0,184850.0,1.95711042,13.70504361,2698.195869,0.0,2711.900913,1.504982653,El Salvador,2000
306,0.1,0.0,265.9,0.0,265.9,0.0,0.0,0.0,0.001549427,0.0,4.139825421,0.0,4.139825421,0.0,El Salvador,2010
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eritrea,1990
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eritrea,2000
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estonia,2000
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estonia,2010
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eswatini,1980
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eswatini,1990
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eswatini,2000
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eswatini,2010
315,5.4,16.5,0.0,42.0,58.5,0.0,0.0,32.0,0.02191175,0.059668029,0.0,0.151882255,0.211550284,0.0,Ethiopia,1960
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,1970
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,1980
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,1990
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,2000
320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,2010
321,146.2,622.7,36392.7,12502.0,49517.4,0.0,0.0,141020.0,0.023241083,0.098227251,5.607940555,1.942139061,7.648306867,0.036726272,Europe,1960
322,285.9,1395.3,121694.2,32700.0,155789.5,0.0,0.0,664160.0,0.041835464,0.204004646,17.71052937,4.786775522,22.70130954,0.0327151,Europe,1970
323,483.7,962.5,58777.0,1330.0,61069.5,0.0,0.0,2175050.0,0.069693071,0.13846282,8.443633685,0.188885011,8.770981516,0.055442846,Europe,1980
324,225.6,445.0,15318.6,6209.8,21973.4,0.0,2800.0,1043294.4,0.031021264,0.061346082,2.109024712,0.854682665,3.025053459,0.010198762,Europe,1990
325,34.8,152.5,2792.5,9311.9,12256.9,0.0,29900.0,494987.2,0.004737943,0.020768836,0.381557911,1.271724463,1.67405121,0.003218682,Europe,2000
326,42.1,267.2,35597.9,3047.0,38912.1,0.0,278900.0,2293326.0,0.005652529,0.035911567,4.776427016,0.412327104,5.224665687,0.011085075,Europe,2010
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fiji,1960
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fiji,1970
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fiji,1980
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fiji,1990
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fiji,2000
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fiji,2010
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finland,1990
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finland,2000
335,0.1,8.0,0.0,102.0,110.0,0.0,0.0,0.0,0.000201406,0.016112465,0.0,0.205433929,0.221546394,0.0,France,1960
336,1.1,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.002050823,0.000372877,0.0,0.0,0.000372877,0.0,France,1970
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,France,1980
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,France,1990
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,France,2000
340,0.0,0.4,75.0,0.0,75.4,0.0,0.0,0.0,0.0,0.000614156,0.115154307,0.0,0.115768463,0.0,France,2010
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Guiana,1990
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Guiana,2000
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Guiana,2010
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Polynesia,1960
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Polynesia,1970
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Polynesia,1980
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Polynesia,1990
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Polynesia,2000
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,French Polynesia,2010
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gabon,1980
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gabon,1990
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gabon,2000
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gabon,2010
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gambia,1960
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gambia,1970
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gambia,1980
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gambia,1990
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gambia,2000
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gambia,2010
360,0.9,21.0,219.0,135.0,375.0,0.0,0.0,0.0,0.016774631,0.391085223,4.075935232,2.512562814,6.979583269,0.0,Georgia,1990
361,0.6,7.6,2530.0,108.6,2646.2,0.0,0.0,35000.0,0.014087814,0.178924473,59.98619036,2.549894341,62.71500918,1.030706813,Georgia,2000
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia,2010
363,0.1,2.5,150.0,0.0,152.5,0.0,0.0,5000.0,0.000125058,0.003126446,0.187586759,0.0,0.190713205,0.000234569,Germany,1990
364,0.0,0.0,15.0,0.0,15.0,0.0,800.0,1200.0,0.0,0.0,0.018371996,0.0,0.018371996,4.27e-05,Germany,2000
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany,2010
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana,1960
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana,1970
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana,1980
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana,1990
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana,2000
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ghana,2010
372,10.0,70.0,7652.7,360.0,8082.7,0.0,0.0,3160.0,0.117883173,0.826282155,90.15810393,4.201190337,95.18557642,0.037340256,Greece,1960
373,5.0,10.0,60000.0,0.0,60010.0,0.0,0.0,25000.0,0.053253808,0.106507615,639.0456918,0.0,639.1521994,0.056471391,Greece,1970
374,4.5,74.9,12593.0,0.0,12667.9,0.0,0.0,165000.0,0.045700148,0.760580672,128.1868569,0.0,128.9474375,0.304951075,Greece,1980
375,19.7,224.2,13913.1,640.8,14778.1,0.0,20.0,507270.0,0.179987236,2.042045396,126.8109133,5.960579102,134.8135378,0.358409572,Greece,1990
376,0.2,30.7,451.8,0.0,482.5,0.0,0.0,0.0,0.001811594,0.277161561,4.086311968,0.0,4.363473529,0.0,Greece,2000
377,0.6,15.6,7772.0,0.0,7787.6,0.0,800.0,62800.0,0.005641966,0.147309696,72.63712955,0.0,72.78443925,0.0266899,Greece,2010
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grenada,1960
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grenada,1970
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grenada,1980
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grenada,1990
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grenada,2000
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grenada,2010
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadeloupe,1960
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadeloupe,1970
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadeloupe,1980
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadeloupe,1990
388,0.1,1.3,10.0,4.0,15.3,0.0,0.0,0.0,0.024630542,0.320197044,2.463054187,0.985221675,3.768472906,0.0,Guadeloupe,2000
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadeloupe,2010
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guam,1960
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guam,1970
